technique_id,technique_name,tactic,platforms,subtechniques,parent_technique,groups,software,campaigns,data_sources,data_components,mitigations,detection_text,system_requirements,permissions_required,effective_permissions,stealth_score,noise_score,log_surface_area,privilege_stealth_factor,detection_difficulty,lolbin_usage,edr_visibility,cloud_visibility
T1584.008,Network Devices,resource-development,PRE,,,G0007|G0065|G0128|G1017,,C0029|C0035|C0039|C0053|C0055|C0063,,,M1056,,,,,10,0,0,1,unknown,,,
T1583.008,Malvertising,resource-development,PRE,,,G1020,S1130,,,,M1056,,,,,10,0,0,1,unknown,,,
T1069,Permission Groups Discovery,discovery,Containers|IaaS|Identity Provider|Linux|Office Suite|SaaS|Windows|macOS,,,G0022|G0092|G0096|G1015|G1016|G1017,S0233|S0266|S0335|S0445|S0483|S0623,C0024,,,,,,,,10,0,0,1,unknown,,,
T1114,Email Collection,collection,Linux|Office Suite|Windows|macOS,,,G0059|G0122|G1003|G1015,S0367|S1201,,,,M1032|M1041|M1047|M1060,,,,,10,0,0,1,unknown,,,
T1003.002,Security Account Manager,credential-access,Windows,,,G0004|G0016|G0027|G0035|G0045|G0093|G0096|G0102|G1003|G1016|G1023|G1030|G1034|G1054,S0002|S0006|S0008|S0046|S0050|S0080|S0120|S0125|S0154|S0250|S0357|S0371|S0376|S0488|S1022,C0002|C0012|C0017|C0041|C0051|C0061|C0063,,,M1017|M1026|M1027|M1028,,,,,10,0,0,1,unknown,,,
T1596.002,WHOIS,reconnaissance,PRE,,,,,,,,M1056,,,,,10,0,0,1,unknown,,,
T1542.001,System Firmware,persistence|stealth,Network Devices|Windows,,,,S0001|S0047|S0397,,,,M1026|M1046|M1051,,,,,10,0,0,1,unknown,,,
T1594,Search Victim-Owned Websites,reconnaissance,PRE,,,G0034|G0094|G0122|G1011|G1017|G1038,,C0029|C0040|C0049,,,M1056,,,,,10,0,0,1,unknown,,,
T1069.003,Cloud Groups,discovery,IaaS|Identity Provider|Office Suite|SaaS,,,,S0677|S0684|S1091,C0027,,,,,,,,10,0,0,1,unknown,,,
T1574.011,Services Registry Permissions Weakness,execution|stealth,Windows,,,,,C0006,,,M1024,,,,,10,0,0,1,unknown,,,
T1596.001,DNS/Passive DNS,reconnaissance,PRE,,,,,,,,M1056,,,,,10,0,0,1,unknown,,,
T1499.003,Application Exhaustion Flood,impact,IaaS|Linux|Windows|macOS,,,,,,,,M1037,,,,,10,0,0,1,unknown,,,
T1163,Rc.common,persistence,macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1195.001,Compromise Software Dependencies and Development Tools,initial-access,Linux|Windows|macOS,,,,S0658|S1246|S9008|S9010|S9034,,,,M1013|M1016|M1033|M1051,,,,,10,0,0,1,unknown,,,
T1588.004,Digital Certificates,resource-development,PRE,,,G0032|G0098|G0122|G0129|G1014|G1041|G1048,,C0006|C0043|C0047,,,M1056,,,,,10,0,0,1,unknown,,,
T1583.002,DNS Server,resource-development,PRE,,,G0001|G1001|G1041,,,,,M1056,,,,,10,0,0,1,unknown,,,
T1561,Disk Wipe,impact,Linux|Network Devices|Windows|macOS,,,,,,,,M1053,,,,,10,0,0,1,unknown,,,
T1071.004,DNS,command-and-control,ESXi|Linux|Network Devices|Windows|macOS,,,G0004|G0026|G0046|G0049|G0080|G0081|G0087|G0096|G0114|G0140|G1003,S0013|S0022|S0070|S0124|S0125|S0145|S0146|S0154|S0157|S0167|S0170|S0184|S0228|S0260|S0269|S0338|S0354|S0360|S0377|S0477|S0495|S0504|S0514|S0559|S0596|S0615|S0633|S0663|S0666|S0690|S0699|S1014|S1015|S1019|S1020|S1021|S1027|S1047|S1063|S1090|S1111|S9001|S9015,C0029,,,M1031|M1037,,,,,10,0,0,1,unknown,,,
T1552.005,Cloud Instance Metadata API,credential-access,IaaS,,,G0139,S0601|S0683|S9008|S9009,,,,M1035|M1037|M1042,,,,,10,0,0,1,unknown,,,
T1555.002,Securityd Memory,credential-access,Linux|macOS,,,,S0276,,,,,,,,,10,0,0,1,unknown,,,
T1615,Group Policy Discovery,discovery,Windows,,,G0010,S0082|S0363|S0521|S1141|S1159,C0049,,,,,,,,10,0,0,1,unknown,,,
T1542.003,Bootkit,persistence|stealth,Linux|Windows,,,G0007|G0032|G0096,S0112|S0114|S0182|S0266|S0484|S0689,,,,M1026|M1046,,,,,10,0,0,1,unknown,,,
T1025,Data from Removable Media,collection,Linux|Windows|macOS,,,G0007|G0010|G0047|G0049,S0036|S0050|S0090|S0113|S0115|S0125|S0128|S0136|S0237|S0260|S0409|S0456|S0458|S0467|S0538|S0569|S0622|S0644|S1044|S1146,,,,M1057,,,,,10,0,0,1,unknown,,,
T1116,Code Signing,stealth,Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1218.013,Mavinject,stealth,Windows,,,,S1239,,,,M1038|M1042,,,,,10,0,0,1,unknown,,,
T1522,Cloud Instance Metadata API,credential-access,IaaS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1093,Process Hollowing,stealth,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1074.001,Local Data Staging,collection,ESXi|Linux|Windows|macOS,,,G0007|G0022|G0027|G0030|G0032|G0035|G0040|G0045|G0053|G0065|G0069|G0087|G0090|G0093|G0094|G0102|G0114|G0119|G0121|G0129|G0135|G0139|G1016|G1017|G1023|G1030|G1046|G1048,S0012|S0013|S0024|S0035|S0036|S0038|S0045|S0062|S0081|S0084|S0090|S0094|S0113|S0128|S0136|S0147|S0149|S0169|S0170|S0196|S0197|S0198|S0247|S0249|S0251|S0260|S0261|S0264|S0265|S0274|S0335|S0337|S0340|S0343|S0353|S0373|S0386|S0395|S0409|S0438|S0443|S0458|S0503|S0526|S0538|S0567|S0593|S0615|S0622|S0629|S0644|S0647|S0650|S0651|S0652|S0667|S0673|S1012|S1015|S1016|S1029|S1037|S1042|S1043|S1044|S1059|S1060|S1075|S1090|S1101|S1104|S1109|S1110|S1124|S1142|S1149|S1153|S1154|S1168|S1172|S1196|S1210|S1213|S1222|S1233|S1235|S1245|S1246|S9010|S9013|S9020|S9022|S9035|S9036,C0006|C0014|C0015|C0017|C0032|C0040|C0044|C0048|C0049|C0051|C0058|C0062|C0063,,,,,,,,10,0,0,1,unknown,,,
T1036.005,Match Legitimate Resource Name or Location,stealth,Containers|ESXi|Linux|Windows|macOS,,,G0004|G0006|G0007|G0008|G0010|G0012|G0016|G0018|G0019|G0032|G0033|G0034|G0040|G0045|G0046|G0047|G0049|G0050|G0054|G0056|G0059|G0060|G0069|G0081|G0087|G0090|G0091|G0094|G0095|G0096|G0099|G0106|G0107|G0108|G0114|G0117|G0119|G0121|G0129|G0134|G0135|G0137|G0139|G0143|G1003|G1006|G1008|G1014|G1016|G1017|G1018|G1020|G1022|G1023|G1024|G1032|G1039|G1044|G1046|G1047|G1055,S0013|S0015|S0058|S0070|S0072|S0081|S0083|S0084|S0085|S0086|S0125|S0128|S0136|S0138|S0141|S0144|S0171|S0182|S0187|S0188|S0196|S0198|S0259|S0260|S0268|S0269|S0274|S0334|S0340|S0353|S0356|S0386|S0395|S0402|S0409|S0410|S0445|S0446|S0455|S0458|S0459|S0468|S0475|S0477|S0482|S0483|S0484|S0491|S0493|S0495|S0496|S0500|S0501|S0520|S0526|S0531|S0533|S0534|S0559|S0560|S0562|S0565|S0567|S0578|S0582|S0583|S0586|S0587|S0588|S0589|S0595|S0600|S0605|S0606|S0622|S0625|S0629|S0630|S0631|S0652|S0661|S0665|S0666|S0668|S0669|S0687|S0690|S0694|S0697|S0698|S1011|S1014|S1017|S1018|S1019|S1022|S1032|S1034|S1035|S1039|S1041|S1042|S1046|S1050|S1063|S1070|S1074|S1078|S1084|S1090|S1099|S1100|S1124|S1153|S1158|S1160|S1182|S1183|S1196|S1197|S1201|S1203|S1217|S1228|S1236|S1237|S1238|S1239|S1242|S1248|S1249|S9008|S9015|S9019|S9030|S9031|S9033|S9034|S9035|S9037,C0006|C0012|C0013|C0014|C0017|C0018|C0024|C0025|C0030|C0032|C0038|C0050|C0056|C0061|C0063,,,M1022|M1038|M1045,,,,,10,0,0,1,unknown,,,
T1172,Domain Fronting,command-and-control,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1587.003,Digital Certificates,resource-development,PRE,,,G0016|G0047|G0056|G1053,,C0011|C0046|C0050,,,M1056,,,,,10,0,0,1,unknown,,,
T1565.001,Stored Data Manipulation,impact,Linux|Windows|macOS,,,G0082,S0562|S1135,,,,M1022|M1029|M1041,,,,,10,0,0,1,unknown,,,
T1110.002,Password Cracking,credential-access,Identity Provider|Linux|Network Devices|Office Suite|Windows|macOS,,,G0022|G0035|G0037|G1045,S0056,C0002|C0063,,,M1027|M1032,,,,,10,0,0,1,unknown,,,
T1178,SID-History Injection,privilege-escalation,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1114.001,Local Email Collection,collection,Windows,,,G0006|G0059|G0090|G0114|G1035|G1039|G1041|G1054,S0030|S0050|S0115|S0192|S0226|S0363|S0367|S0526|S0594|S0650|S1142,C0002,,,M1041|M1060,,,,,10,0,0,1,unknown,,,
T1555.001,Keychain,credential-access,macOS,,,G1052,S0274|S0278|S0279|S0349|S0363|S0690|S1016|S1153|S1185|S1246|S9010,,,,M1027,,,,,10,0,0,1,unknown,,,
T1547,Boot or Logon Autostart Execution,persistence|privilege-escalation,Linux|Network Devices|Windows|macOS,,,G1044,S0083|S0084|S0567|S0651|S0653,,,,,,,,,10,0,0,1,unknown,,,
T1003.004,LSA Secrets,credential-access,Windows,,,G0004|G0016|G0027|G0035|G0045|G0049|G0064|G0069|G0077|G1003,S0002|S0008|S0050|S0192|S0349|S0357|S0488|S0677|S1022,,,,M1017|M1026|M1027,,,,,10,0,0,1,unknown,,,
T1013,Port Monitors,persistence|privilege-escalation,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1600,Weaken Encryption,defense-impairment,Network Devices,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1606.002,SAML Tokens,credential-access,IaaS|Identity Provider|Office Suite|SaaS|Windows,,,,S0677,C0024,,,M1015|M1018|M1026|M1047,,,,,10,0,0,1,unknown,,,
T1192,Spearphishing Link,initial-access,Linux|Office 365|SaaS|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1036.008,Masquerade File Type,stealth,Linux|Windows|macOS,,,G0129|G1017|G1043|G1054,S0352|S0650|S1053|S1063|S1074|S1130|S1182|S1183|S1190|S1213|S1238|S9018|S9019,C0022|C0025|C0060,,,M1038|M1040|M1049,,,,,10,0,0,1,unknown,,,
T1489,Service Stop,impact,ESXi|IaaS|Linux|Windows|macOS,,,G0032|G0034|G0094|G0102|G0119|G1004|G1051,S0365|S0366|S0400|S0431|S0446|S0449|S0457|S0481|S0496|S0533|S0556|S0575|S0576|S0582|S0583|S0604|S0605|S0607|S0611|S0625|S0638|S0640|S0659|S0688|S0697|S1053|S1058|S1068|S1073|S1096|S1139|S1150|S1181|S1191|S1194|S1199|S1202|S1211|S1212|S1217|S1242|S1244|S1245|S1247|S9013|S9014|S9015,,,,M1018|M1022|M1024|M1030|M1060,,,,,10,0,0,1,unknown,,,
T1587.001,Malware,resource-development,PRE,,,G0003|G0004|G0010|G0016|G0032|G0034|G0046|G0049|G0094|G0099|G0119|G0129|G0139|G1007|G1009|G1014|G1016|G1036|G1039|G1040|G1045|G1048|G1052|G1054|G1055,,C0004|C0010|C0013|C0014|C0022|C0023|C0024|C0030|C0039|C0042|C0044|C0046|C0056|C0059|C0060|C0063,,,M1056,,,,,10,0,0,1,unknown,,,
T1121,Regsvcs/Regasm,execution|stealth,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1652,Device Driver Discovery,discovery,Linux|Windows|macOS,,,G1051,S0125|S0376|S1139,,,,,,,,,10,0,0,1,unknown,,,
T1206,Sudo Caching,privilege-escalation,Linux|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1087.002,Domain Account,discovery,Linux|Windows|macOS,,,G0004|G0010|G0030|G0033|G0034|G0035|G0037|G0045|G0046|G0049|G0060|G0069|G0096|G0102|G0114|G0117|G0129|G1004|G1015|G1016|G1017|G1022|G1032|G1039|G1043|G1046|G1053|G1054|G1055,S0018|S0039|S0105|S0154|S0165|S0184|S0239|S0363|S0378|S0476|S0483|S0488|S0516|S0521|S0534|S0552|S0603|S0635|S0692|S1022|S1063|S1068|S1146|S1159|S1160|S1242|S9035|S9037,C0012|C0014|C0022|C0024,,,M1028,,,,,10,0,0,1,unknown,,,
T1547.014,Active Setup,persistence|privilege-escalation,Windows,,,,S0012,,,,,,,,,10,0,0,1,unknown,,,
T1564,Hide Artifacts,stealth,ESXi|Linux|Office Suite|Windows|macOS,,,,S0332|S0402|S0482|S0670|S1011|S1066|S9025,,,,M1013|M1033|M1047|M1049,,,,,10,0,0,1,unknown,,,
T1559.002,Dynamic Data Exchange,execution,Windows,,,G0007|G0040|G0046|G0065|G0067|G0069|G0080|G0084|G0092|G0121|G1002,S0148|S0223|S0237|S0387|S0391|S0428|S0458|S0476,C0013,,,M1040|M1042|M1048|M1054,,,,,10,0,0,1,unknown,,,
T1204.002,Malicious File,execution,Linux|Windows|macOS,,,G0005|G0007|G0012|G0013|G0016|G0018|G0019|G0021|G0027|G0032|G0034|G0035|G0037|G0040|G0045|G0046|G0047|G0048|G0049|G0050|G0056|G0059|G0060|G0061|G0062|G0064|G0065|G0066|G0067|G0068|G0069|G0070|G0073|G0075|G0078|G0079|G0080|G0081|G0082|G0084|G0085|G0087|G0089|G0090|G0091|G0092|G0094|G0095|G0098|G0099|G0100|G0102|G0103|G0107|G0112|G0119|G0121|G0126|G0127|G0129|G0130|G0131|G0133|G0134|G0136|G0137|G0138|G0140|G0142|G1001|G1002|G1006|G1007|G1008|G1011|G1012|G1018|G1026|G1031|G1033|G1036|G1039|G1046|G1052|G1054|G1055,S0011|S0013|S0148|S0198|S0234|S0240|S0260|S0263|S0266|S0268|S0331|S0332|S0340|S0348|S0356|S0367|S0373|S0384|S0389|S0390|S0402|S0428|S0433|S0435|S0447|S0453|S0455|S0458|S0464|S0465|S0476|S0482|S0483|S0491|S0496|S0499|S0520|S0526|S0527|S0528|S0531|S0561|S0584|S0585|S0606|S0622|S0631|S0634|S0635|S0637|S0642|S0648|S0650|S0660|S0665|S0669|S0670|S0696|S1013|S1014|S1017|S1018|S1021|S1026|S1027|S1030|S1037|S1039|S1042|S1063|S1064|S1065|S1066|S1070|S1075|S1086|S1087|S1088|S1100|S1111|S1122|S1142|S1160|S1169|S1183|S1213|S1229|S1230|S1236|S1238|S1240|S1242|S1246|S9020|S9026|S9031|S9035|S9037,C0001|C0005|C0006|C0011|C0013|C0015|C0016|C0022|C0028|C0037|C0047|C0060,,,M1017|M1038|M1040,,,,,10,0,0,1,unknown,,,
T1591.003,Identify Business Tempo,reconnaissance,PRE,,,,,,,,M1056,,,,,10,0,0,1,unknown,,,
T1685.004,Disable or Modify Linux Audit System Log,defense-impairment,Linux,,,,S0377,,,,M1018|M1047,,,,,10,0,0,1,unknown,,,
T1063,Security Software Discovery,discovery,Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1071.005,Publish/Subscribe Protocols,command-and-control,Linux|Network Devices|Windows|macOS,,,,S0026,,,,M1031|M1037,,,,,10,0,0,1,unknown,,,
T1592.001,Hardware,reconnaissance,PRE,,,,,,,,M1056,,,,,10,0,0,1,unknown,,,
T1080,Taint Shared Content,lateral-movement,Linux|Office Suite|SaaS|Windows|macOS,,,G0012|G0047|G0060|G1021|G1039,S0132|S0133|S0260|S0386|S0458|S0575|S0603,,,,M1022|M1038|M1049|M1050,,,,,10,0,0,1,unknown,,,
T1484.002,Trust Modification,defense-impairment|privilege-escalation,Identity Provider|Windows,,,G1015|G1053,S0677,C0024,,,M1018|M1026,,,,,10,0,0,1,unknown,,,
T1213.006,Databases,collection,IaaS|Linux|SaaS|Windows|macOS,,,G0010|G0034|G0037|G1041,S0598|S1146|S9010,C0040|C0049|C0062,,,M1017|M1018|M1041|M1047|M1054,,,,,10,0,0,1,unknown,,,
T1573.001,Symmetric Cryptography,command-and-control,ESXi|Linux|Network Devices|Windows|macOS,,,G0007|G0012|G0032|G0038|G0060|G0064|G0069|G0100|G0126|G0128|G0129|G1017|G1039|G1052,S0003|S0009|S0010|S0011|S0012|S0013|S0021|S0022|S0023|S0030|S0032|S0034|S0037|S0038|S0045|S0050|S0053|S0060|S0065|S0066|S0068|S0074|S0076|S0077|S0081|S0082|S0087|S0091|S0113|S0127|S0128|S0132|S0134|S0137|S0141|S0144|S0148|S0149|S0153|S0154|S0159|S0162|S0168|S0170|S0171|S0180|S0181|S0187|S0198|S0200|S0203|S0220|S0230|S0234|S0244|S0245|S0254|S0256|S0260|S0262|S0266|S0268|S0271|S0272|S0275|S0284|S0333|S0336|S0342|S0344|S0348|S0352|S0356|S0367|S0371|S0377|S0381|S0384|S0394|S0395|S0409|S0430|S0431|S0433|S0435|S0436|S0438|S0439|S0455|S0472|S0486|S0495|S0501|S0512|S0514|S0520|S0532|S0534|S0537|S0559|S0569|S0574|S0582|S0586|S0603|S0610|S0615|S0627|S0629|S0630|S0632|S0633|S0641|S0649|S0650|S0653|S0658|S0661|S0663|S0664|S0670|S0674|S0678|S1022|S1026|S1031|S1034|S1039|S1059|S1060|S1065|S1076|S1078|S1085|S1099|S1100|S1106|S1110|S1114|S1115|S1119|S1141|S1144|S1145|S1160|S1166|S1169|S1193|S1196|S1202|S1218|S1222|S1223|S1224|S1226|S1227|S1228|S1229|S1239|S9001|S9007|S9019|S9020|S9023|S9032|S9037,C0001|C0022|C0056|C0057,,,M1031,,,,,10,0,0,1,unknown,,,
T1087.001,Local Account,discovery,ESXi|Linux|Windows|macOS,,,G0004|G0006|G0010|G0018|G0022|G0027|G0030|G0033|G0049|G0050|G0096|G0114|G0117|G1009|G1017|G1039|G1044|G1051,S0038|S0039|S0049|S0063|S0081|S0084|S0085|S0091|S0125|S0165|S0192|S0194|S0196|S0223|S0233|S0236|S0239|S0241|S0244|S0260|S0265|S0266|S0331|S0363|S0378|S0452|S0453|S0476|S0516|S0521|S0534|S0537|S0570|S0598|S0603|S0649|S1015|S1145|S1146|S1148|S1159|S1240|S1242|S1245|S9001,C0012|C0061,,,M1028,,,,,10,0,0,1,unknown,,,
T1167,Securityd Memory,credential-access,macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1586.001,Social Media Accounts,resource-development,PRE,,,G0034|G0065,,,,,M1056,,,,,10,0,0,1,unknown,,,
T1176.001,Browser Extensions,persistence,Linux|Windows|macOS,,,G0094,S0402|S0482|S0531|S1122|S1201|S1213,,,,M1017|M1033|M1038|M1047|M1051,,,,,10,0,0,1,unknown,,,
T1527,Application Access Token,lateral-movement|stealth,Office 365|SaaS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1562.009,Safe Mode Boot,stealth,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1180,Screensaver,persistence,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1542.005,TFTP Boot,persistence|stealth,Network Devices,,,,,,,,M1026|M1028|M1031|M1035|M1046|M1047,,,,,10,0,0,1,unknown,,,
T1686.003,Windows Host Firewall,defense-impairment,Windows,,,G0032|G0049|G0059|G1009|G1054|G1055,S0125|S0132|S0245|S0246|S0263|S0334|S0385|S1181|S9023,C0014|C0051,,,M1018|M1022|M1024|M1047,,,,,10,0,0,1,unknown,,,
T1543.003,Windows Service,persistence|privilege-escalation,Windows,,,G0004|G0008|G0022|G0027|G0030|G0032|G0046|G0049|G0050|G0056|G0073|G0080|G0081|G0082|G0094|G0096|G0102|G0105|G0108|G0139|G0143|G1006|G1021|G1030|G1043|G1051,S0004|S0012|S0013|S0022|S0024|S0029|S0032|S0038|S0044|S0046|S0050|S0071|S0074|S0081|S0082|S0086|S0089|S0118|S0127|S0140|S0141|S0142|S0149|S0154|S0164|S0169|S0172|S0176|S0180|S0181|S0182|S0194|S0203|S0204|S0205|S0206|S0210|S0230|S0236|S0239|S0259|S0260|S0261|S0263|S0265|S0266|S0268|S0332|S0335|S0342|S0343|S0345|S0347|S0350|S0356|S0363|S0366|S0367|S0386|S0387|S0412|S0438|S0439|S0444|S0451|S0481|S0491|S0493|S0495|S0501|S0504|S0533|S0560|S0567|S0570|S0584|S0603|S0604|S0608|S0612|S0625|S0629|S0630|S0650|S0660|S0663|S0664|S0665|S0666|S0692|S0697|S1031|S1033|S1037|S1044|S1049|S1070|S1090|S1099|S1100|S1158|S1202|S1211|S1226|S1232|S1235|S1239|S1244|S1247,C0006|C0012|C0025|C0040|C0061,,,M1018|M1028|M1040|M1045|M1047,,,,,10,0,0,1,unknown,,,
T1568.001,Fast Flux DNS,command-and-control,ESXi|Linux|Windows|macOS,,,G0045|G0047|G0092,S0032|S0385|S1025,,,,,,,,,10,0,0,1,unknown,,,
T1497.001,System Checks,discovery|stealth,Linux|Windows|macOS,,,G0012|G0047|G0049|G0090|G0094|G0120|G1017,S0013|S0024|S0094|S0182|S0192|S0226|S0237|S0240|S0242|S0248|S0260|S0264|S0270|S0332|S0333|S0337|S0352|S0354|S0373|S0396|S0428|S0438|S0439|S0527|S0531|S0532|S0559|S0561|S0576|S0588|S0612|S0626|S0627|S0637|S0644|S0650|S0657|S0679|S0689|S1018|S1019|S1039|S1048|S1064|S1066|S1070|S1086|S1087|S1111|S1122|S1130|S1145|S1147|S1159|S1160|S1179|S1180|S1207|S1213|S9018,C0001|C0022,,,,,,,,10,0,0,1,unknown,,,
T1053.003,Cron,execution|persistence|privilege-escalation,ESXi|Linux|macOS,,,G0082|G0106|G1023,S0163|S0198|S0341|S0374|S0401|S0468|S0504|S0587|S0588|S0599|S1107|S1198,C0048,,,M1018|M1047,,,,,10,0,0,1,unknown,,,
T1069.002,Domain Groups,discovery,Linux|Windows|macOS,,,G0004|G0010|G0035|G0046|G0049|G0100|G0129|G1004|G1015|G1017|G1022|G1032|G1051,S0039|S0105|S0154|S0165|S0170|S0184|S0236|S0417|S0488|S0496|S0514|S0516|S0521|S0552|S0554|S0692|S1063|S1068|S1081|S1138|S1160|S1242|S9035,C0015|C0024,,,,,,,,10,0,0,1,unknown,,,
T1588.006,Vulnerabilities,resource-development,PRE,,,G0034|G1017|G1053,,C0049,,,M1056,,,,,10,0,0,1,unknown,,,
T1566.002,Spearphishing Link,initial-access,Identity Provider|Linux|Office Suite|SaaS|Windows|macOS,,,G0006|G0010|G0016|G0021|G0022|G0032|G0034|G0040|G0046|G0049|G0050|G0059|G0061|G0064|G0065|G0066|G0069|G0080|G0085|G0087|G0090|G0092|G0094|G0095|G0098|G0099|G0102|G0103|G0112|G0120|G0121|G0128|G0129|G0134|G0140|G0142|G1006|G1011|G1014|G1018|G1020|G1037|G1039|G1044|G1046|G1054,S0198|S0266|S0367|S0453|S0476|S0499|S0528|S0530|S0531|S0534|S0561|S0584|S0585|S0646|S0650|S0669|S0677|S1017|S1018|S1030|S1039|S1086|S1111|S1122|S1124|S1160|S1213|S1229|S1242|S9026,C0002|C0005|C0011|C0016|C0021|C0022|C0036|C0047|C0060,,,M1017|M1018|M1021|M1047|M1054,,,,,10,0,0,1,unknown,,,
T1165,Startup Items,persistence|privilege-escalation,macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1070.002,Clear Linux or Mac System Logs,stealth,Linux|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1499.004,Application or System Exploitation,impact,IaaS|Linux|Windows|macOS,,,,S0604,,,,M1037,,,,,10,0,0,1,unknown,,,
T1137,Office Application Startup,persistence,Office Suite|Windows,,,G0047|G0050,,,,,M1040|M1042|M1051|M1054,,,,,10,0,0,1,unknown,,,
T1218.004,InstallUtil,stealth,Windows,,,G0045|G0129,S0631|S0689|S1018|S1155,,,,M1038|M1042,,,,,10,0,0,1,unknown,,,
T1598.003,Spearphishing Link,reconnaissance,PRE,,,G0007|G0034|G0035|G0040|G0050|G0059|G0094|G0121|G0122|G0128|G0129|G1012|G1015|G1033|G1036,S0649|S0677|S9003,,,,M1017|M1054,,,,,10,0,0,1,unknown,,,
T1021.004,SSH,lateral-movement,ESXi|Linux|macOS,,,G0032|G0036|G0045|G0046|G0049|G0065|G0087|G0098|G0106|G0117|G0119|G0139|G0143|G1015|G1016|G1023|G1045|G1046|G1048,S0154|S0363|S0599|S1187|S1242,C0029|C0032|C0049,,,M1018|M1032|M1042,,,,,10,0,0,1,unknown,,,
T1098.003,Additional Cloud Roles,persistence|privilege-escalation,IaaS|Identity Provider|Office Suite|SaaS,,,G1004|G1015|G1053,,C0024|C0027,,,M1018|M1026|M1032,,,,,10,0,0,1,unknown,,,
T1547.012,Print Processors,persistence|privilege-escalation,Windows,,,G1006,S0501|S0666,,,,M1018,,,,,10,0,0,1,unknown,,,
T1089,Disabling Security Tools,stealth,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1487,Disk Structure Wipe,impact,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1566.001,Spearphishing Attachment,initial-access,Linux|Windows|macOS,,,G0005|G0006|G0007|G0012|G0013|G0016|G0018|G0019|G0021|G0027|G0032|G0034|G0035|G0037|G0040|G0045|G0046|G0047|G0048|G0049|G0050|G0060|G0061|G0062|G0064|G0065|G0066|G0067|G0068|G0069|G0073|G0075|G0078|G0079|G0080|G0081|G0082|G0084|G0085|G0087|G0089|G0090|G0091|G0092|G0094|G0095|G0096|G0098|G0099|G0100|G0102|G0103|G0112|G0121|G0126|G0127|G0129|G0130|G0131|G0133|G0134|G0136|G0137|G0138|G0140|G0142|G1002|G1008|G1011|G1012|G1018|G1026|G1031|G1033|G1035|G1036|G1039|G1054,S0011|S0148|S0198|S0234|S0240|S0266|S0268|S0331|S0332|S0340|S0346|S0356|S0367|S0373|S0428|S0433|S0447|S0453|S0455|S0458|S0476|S0483|S0496|S0499|S0520|S0528|S0585|S0622|S0631|S0634|S0642|S0648|S0650|S0660|S0665|S0669|S0670|S0673|S0696|S1013|S1014|S1017|S1018|S1030|S1039|S1064|S1065|S1066|S1075|S1086|S1087|S1111|S1160|S1183|S1207|S1213|S1242|S9020|S9035|S9037,C0001|C0005|C0011|C0015|C0016|C0022|C0028|C0037|C0047|C0060,,,M1017|M1018|M1021|M1031|M1047|M1049|M1054,,,,,10,0,0,1,unknown,,,
T1214,Credentials in Registry,credential-access,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1027.008,Stripped Payloads,stealth,Linux|Network Devices|Windows|macOS,,,,S1048|S1153,,,,,,,,,10,0,0,1,unknown,,,
T1559.001,Component Object Model,execution,Windows,,,G0047|G0069|G0094|G1051,S0223|S0260|S0266|S0386|S0458|S0666|S0691|S0692|S0698|S1015|S1039|S1044|S1066|S1130|S1160|S1236|S1238|S9037,,,,M1026|M1048,,,,,10,0,0,1,unknown,,,
